citys                                      ,content                                                                                                                                                                                                                                                                                                                                                               ,evaluate,labs,nams          ,scores,times          ,user_info                                              ,votes
['广东广州']                                   ,打这么高票价就能值得回来？                                                                                                                                                                                                                                                                                                                                                         ,很差      ,看过  ,wowowo        ,['10'],2019/4/25 8:05 ,"['1428499 ', ' 2007-02-15加入']"                        ,4
[]                                         ,垃圾                                                                                                                                                                                                                                                                                                                                                                    ,很差      ,看过  ,飞飞            ,['10'],2019/4/26 11:44,"['192149215 ', ' 2019-02-21加入']"                      ,1
"['新竹, 台湾']"                               ,我的MCU最後一部？或許一直這麼錯過時代也好。                                                                                                                                                                                                                                                                                                                                               ,较差      ,看过  ,alfredo       ,['20'],2019/4/29 23:38,"['nyserq ', ' 2006-09-18加入']"                         ,0
['江苏南京']                                   ,为视效加一星吧。为了以后的剧集完全不顾前作的创作初心了。各种强制煽情、ooc人物，以及主创脑残不统一的访谈“解释”…美队毁于最后五分钟。再见。                                                                                                                                                                                                                                                                                               ,较差      ,看过  ,quai          ,['20'],2019/5/4 15:46 ,"['quai ', ' 2005-09-20加入']"                           ,0
"['Hawaii, United States']"                ,我们觉得太无聊了，前面漫长得几乎没有尽头的铺垫，两个小时没有起伏的剧情，再加上粉丝没完没了的bbbbbb个不停，年度最想忘记的电影。                                                                                                                                                                                                                                                                                                    ,很差      ,看过  ,阿凡思蜜达         ,['10'],2019/5/4 21:51 ,"['42235195 ', ' 2010-06-17加入']"                       ,0
"['Moskva, Russia']"                       ,一边说别的时间电影是骗人的，自己却是可以把过去关键人物（灭霸）给杀了，相当于复联3都可以不用拍了                                                                                                                                                                                                                                                                                                                      ,较差      ,看过  ,木一炎火          ,['20'],2019/4/24 19:56,"['174506181 ', ' 2018-02-24加入']"                      ,0
['Sint Maarten']                           ,"烂尾了
想不落俗套强装深意却弄巧成拙
还不如复联1爆米花科技特效电影来的畅快淋漓
人设崩溃的好几个，跟瞎编乱造的同人电影一样"                                                                                                                                                                                                                                                                                                                                                ,很差      ,看过  ,不一样的窜天猴       ,['10'],2019/4/26 2:01 ,"['122730413 ', ' 2015-03-11加入']"                      ,2
['上海']                                     ,几天之后发现ptsd，后知后觉，怒把一颗巧克力味shi改成两星。                                                                                                                                                                                                                                                                                                                                      ,较差      ,看过  ,碳基生物          ,['20'],2019/4/25 22:36,"['cdeworld ', ' 2007-08-13加入']"                       ,0
['吉林长春']                                   ,看完没啥印象，情节差，特效差，人物差，没有可取之处，很混乱，这种爆米花电影该够了。浪费时间，浪费金钱。                                                                                                                                                                                                                                                                                                                   ,很差      ,看过  ,hjh20050505   ,['10'],2019/4/26 10:26,"['85399975 ', ' 2014-03-31加入']"                       ,2
['香港']                                     ,看过几乎所有的复仇者系列电影，这一部是最烂的，强行煽情，强行找补。                                                                                                                                                                                                                                                                                                                                     ,较差      ,看过  ,。梦魇           ,['20'],2019/4/26 9:55 ,"['52308240 ', ' 2011-06-13加入']"                       ,2
['重庆']                                     ,时空穿越？？真是看不下去……                                                                                                                                                                                                                                                                                                                                                        ,很差      ,看过  ,伊德            ,['10'],2019/5/4 7:21  ,"['ATPud ', ' 2009-08-08加入']"                          ,2
['上海']                                     ,"废柴联盟拿什么跟buffyverse比, 除了画面流畅点."                                                                                                                                                                                                                                                                                                                                       ,很差      ,看过  ,dorath        ,['10'],2019/4/25 19:05,"['50360529 ', ' 2011-03-25加入']"                       ,2
"['Tel Aviv-Yafo, Israel']"                ,对漫威的这些超级英雄都没什么感觉，浪费三个小时看了个假七龙珠，负分滚粗                                                                                                                                                                                                                                                                                                                                   ,较差      ,看过  ,傻妮傻妮傻妮        ,['20'],2019/4/30 5:26 ,"['rabbit.doll ', ' 2008-12-14加入']"                    ,3
[]                                         ,"与如此高的期望相比,失望在所难免"                                                                                                                                                                                                                                                                                                                                                    ,较差      ,看过  ,_Playtime     ,['20'],2019/4/25 9:05 ,"['185655184 ', ' 2018-10-09加入']"                      ,5
"['Oslo, Norway']"                         ,角色确实ooc了，能级根本不匹配……时空穿梭反常识反得太严重……bug真的多……3和4逻辑既都不通顺了……旧片段太多，根本看不进去……片段化太碎了，碎到根本不想在乎他们了。                                                                                                                                                                                                                                                                                ,较差      ,看过  ,小二            ,['20'],2019/4/30 20:17,"['idoso ', ' 2012-08-30加入']"                          ,1
['重庆']                                     ,对绿对锤完全没有尊重，很气！想念复联一                                                                                                                                                                                                                                                                                                                                                   ,很差      ,看过  ,四卓罩           ,['10'],2019/4/26 12:57,"['57900268 ', ' 2012-01-19加入']"                       ,1
['上海']                                     ,这是系列的终结，但却是工业流水线的开始                                                                                                                                                                                                                                                                                                                                                   ,较差      ,看过  ,灰色幽默          ,['20'],2019/4/24 21:59,"['141745650 ', ' 2016-02-10加入']"                      ,1
['江苏南京']                                   ,〈剧透预警〉真受不了，上一集灭霸为清理人口打响指那次屁事没有，这集是为了弄死钢铁侠强行加了个打响指自己会挂的设定啊。开头灭霸用宝石炸宝石受伤说得过去，你用宝石灭部队也死人也太刻意了吧[捂脸]                                                                                                                                                                                                                                                                       ,较差      ,看过  ,廊间听步          ,['20'],2019/5/3 18:45 ,"['guolite ', ' 2011-02-13加入']"                        ,1
['湖北武汉']                                   ,我终于终于明白了Vice那句“世界在下沉，我们在狂欢”，大家想要的只是即时的快乐，哪怕这电影在视效外的躯壳蠢得可以。                                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,Seazo         ,['20'],2019/4/25 2:37 ,"['Penny-Z ', ' 2015-01-17加入']"                        ,2
['浙江杭州']                                   ,论爽快打一架有多难，夹带的女权画面可以说是为了政治正确用心良苦了。BTW，每次一看到两边摆开大阵仗，人群如蚂蚁般冲向对方，就会立刻想到《指环王3》里万马奔腾，群魔乱舞的画面。再BTW，漫威有没有考虑过让龙珠宇宙和MCU联动，召唤神龙复活托尼和黑寡？                                                                                                                                                                                                                                          ,较差      ,看过  ,麦小白           ,['20'],2019/4/27 9:23 ,"['MagicK ', ' 2007-11-25加入']"                         ,1
['辽宁沈阳']                                   ,没有三好，看电影后面的人素质低，大声说话，五线小城市辽阳                                                                                                                                                                                                                                                                                                                                          ,较差      ,看过  ,自由落体          ,['20'],2019/4/30 17:39,"['48210757 ', ' 2010-12-19加入']"                       ,1
[]                                         ,标一下做个纪念，PTSD三周，要move on了。如果我是个路人大概会给3.5-4，可惜我不是，我曾经真诚的爱过某些角色，不给1星对不起付出的感情。谢谢它掐灭了我对漫改片最后一点幻想，祝某老鼠在这个完蛋的世界里钱途似锦吧。                                                                                                                                                                                                                                                       ,很差      ,看过  ,抑郁小兔李邦妮       ,['10'],2019/5/16 1:41 ,"['bunnyblue ', ' 2006-09-22加入']"                      ,2
['河南郑州']                                   ,剧情不够，情怀来凑。                                                                                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,夏至远行          ,['20'],2019/5/10 15:45,"['liuxixnn ', ' 2010-04-04加入']"                       ,1
[]                                         ,现在就是后悔，非常后悔                                                                                                                                                                                                                                                                                                                                                           ,很差      ,看过  ,bcjhxdrgy     ,['10'],2019/4/27 0:33 ,"['Yanira1992 ', ' 2009-12-06加入']"                     ,1
['广东深圳']                                   ,被同事强行带去看了三个小时 又无聊又累                                                                                                                                                                                                                                                                                                                                                   ,很差      ,看过  ,不二先生          ,['10'],2019/4/28 22:23,"['131141467 ', ' 2015-07-11加入']"                      ,3
[]                                         ,好失望啊，完全配不上十年磨剑，终极之战，让人睡意连连的节奏，强拼硬凑的人物剧情，尴尬的煽情，这也就是当完成个任务罢了，我宁可记忆停留在无限战争，仍然保有着期待。                                                                                                                                                                                                                                                                                      ,很差      ,看过  ,zerolock      ,['10'],2019/4/27 11:31,"['185758262 ', ' 2018-10-11加入']"                      ,2
['河南郑州']                                   ,这是谁？这尼玛又是谁？文字太多了。我睡了好几段。                                                                                                                                                                                                                                                                                                                                              ,较差      ,看过  ,未卜            ,['20'],2019/4/26 9:21 ,"['wadeinlove ', ' 2011-05-31加入']"                     ,4
['重庆']                                     ,时间太长，剧情略拖沓，3d头晕。旁边哥们都睡着了                                                                                                                                                                                                                                                                                                                                              ,很差      ,看过  ,大齐            ,['10'],2019/4/24 23:16,"['qikai ', ' 2011-03-15加入']"                          ,4
['江苏连云港']                                  ,unworthy                                                                                                                                                                                                                                                                                                                                                              ,较差      ,看过  ,zephyrus      ,['20'],2019/4/24 23:14,"['zeph1462 ', ' 2009-08-19加入']"                       ,1
['上海']                                     ,没必要，真的没必要，我如果是个真情实感的漫威粉，十年就等来个这种结局真的会气死。                                                                                                                                                                                                                                                                                                                              ,较差      ,看过  ,Oyster        ,['20'],2019/5/5 13:02 ,"['iiiiiixu ', ' 2015-04-14加入']"                       ,2
['上海']                                     ,"跟x战警逆转未来比差远了，故事性甚至不如《回到未来》三部曲，除了情怀什么看点都没有，情怀真是越来越便宜了，3个小时就是给你做加法的吗？
但是唯一让我感到欣慰的是：西方世界开始没落了，因为他们已经连一部像样的主流价值观电影都拍不好了，曾经，他们是那么擅长，比如1994年……how time flies"                                                                                                                                                                                                                                                                                   ,很差      ,看过  ,Frog          ,['10'],2019/5/1 18:49 ,"['67840785 ', ' 2013-01-04加入']"                       ,2
[]                                         ,10分给所有超英0分给罗素兄弟，组团去炸他们时喊上我                                                                                                                                                                                                                                                                                                                                            ,很差      ,看过  ,苹果糖           ,['10'],2019/4/24 23:54,"['dr_floyd ', ' 2006-03-11加入']"                       ,1
['山东济南']                                   ,低于预期太多，剧情单调，灭霸形象彻底崩坏，为了反而反，失去了复联三的魅力，                                                                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,Shall We Dance,['20'],2019/4/25 11:35,"['157332543 ', ' 2017-02-04加入']"                      ,3
['四川成都']                                   ,憋着尿，呵欠连天的看着，一心只想快点完吧，我要上厕所。                                                                                                                                                                                                                                                                                                                                           ,较差      ,看过  ,午夜疯铃          ,['20'],2019/4/27 6:02 ,"['nickyoungchin ', ' 2008-10-11加入']"                  ,0
['湖北武汉']                                   ,太一般了！节奏冗长！！还是喜欢第一部！！！                                                                                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,大狗罗宾逊         ,['20'],2019/5/13 11:13,"['57560418 ', ' 2012-01-06加入']"                       ,1
['北京']                                     ,浪费感情                                                                                                                                                                                                                                                                                                                                                                  ,很差      ,看过  ,CyniCyniCyniC ,['10'],2019/5/4 9:44  ,"['72684898 ', ' 2013-05-18加入']"                       ,0
['北京']                                     ,无聊至极                                                                                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,厄庇墨透斯         ,['20'],2019/5/13 20:06,"['SilverShark ', ' 2006-10-13加入']"                    ,0
['广东佛山']                                   ,漫威邪教真的顶，跟啊坤粉丝有的一拼！电影一般，粉丝高潮，?你太美了！二星平衡！                                                                                                                                                                                                                                                                                                                               ,较差      ,看过  ,酒笙清栀          ,['20'],2019/4/24 10:08,"['183396946 ', ' 2018-08-22加入']"                      ,4
['北京']                                     ,两星半。太想将一切都说明白的意图导致前段有点过于冗长，在群戏中蚁人和星爵这样的角色也很吃亏，完全不给他们别的空间，铺垫的情感是有效的，每个人的结局都有了凡人之感，这个电影剧作从结局开始写，从一种结局跨过了好几个结局来到最终的结局，也有不少借鉴学习的地方。钢铁侠和美国队长完全胜出，角色从生到死丰满立体 。                                                                                                                                                                                                              ,较差      ,看过  ,Morning       ,['20'],2019/4/30 23:40,"['qiweiming750 ', ' 2008-06-05加入']"                   ,0
['重庆']                                     ,我要看复联视死如归打灭霸，而不是漫威11年经典场景回顾展。我要看三巨头背水一战破釜沉舟，而不是初代集体谢幕仪式。这不是终局之战，这是情怀告别，无限终章拍成这样，我真的好遗憾。寡姐和举起神锤的美队加一星，导演莫名其妙糟蹋雷神（也许是漫画梗，抱歉我也只是个漫威影迷）减一星                                                                                                                                                                                                                                ,较差      ,看过  ,spooky        ,['20'],2019/5/3 18:56 ,"['145545305 ', ' 2016-05-08加入']"                      ,2
['山东青岛']                                   ,我没有粉丝滤镜，所以就不宽容了。                                                                                                                                                                                                                                                                                                                                                      ,较差      ,看过  ,渡渡鸟饲养员        ,['20'],2019/4/27 17:39,"['jz0909 ', ' 2011-04-04加入']"                         ,2
"['Lusaka, Zambia']"                       ,bug多到圆不上 编剧张口就来 队长结局太恶心了 一星不能更多                                                                                                                                                                                                                                                                                                                                       ,很差      ,看过  ,HeartlessTree ,['10'],2019/4/24 2:49 ,"['heartlesstree ', ' 2009-12-09加入']"                  ,0
[]                                         ,为情怀给满分?但罗素兄弟不行?♂?当华纳还在为DCEU发愁的时候，罗素兄弟居然抄了正义联盟，抄差生作业这个事真的很? 说句zz不正确的：这个世界迟早被“种族”和“女权”毁了??♂?我很遗憾活在这个时代                                                                                                                                                                                                                                                                  ,较差      ,看过  ,施舍翅膀          ,['20'],2019/4/24 2:58 ,"['47928438 ', ' 2010-12-06加入']"                       ,3
['广东深圳']                                   ,橙天嘉禾IMAX，没有注意到有比例变化。有些场景画面应该是做了放大，裁切了两边，例如一些人物特写，有些不适。而有些画面应该是IMAX比例，可以想象到普通屏幕效果应该很糟糕。如史塔克在船舱里苏醒的一幕，普通屏幕怕是看不到史塔克的额头。3D效果很差，应是后期转的。不比不知道，原来阿丽塔这么出色。                                                                                                                                                                                                                    ,较差      ,看过  ,粱有锅           ,['20'],2019/5/7 8:38  ,"['48196899 ', ' 2010-12-18加入']"                       ,3
[]                                         ,好吧，我承认漫威电影确实在那些年给我了一些特别美好的体验，那些超级英雄们确实都很美好，但并不代表可以把所有超级英雄加在一起搞一部电影就很美味。这完全最后就变成卖流量的破电影，没有逻辑没有剧情，就是高价请明星，摆出美好的样子让你掏钱。这个系列其实都很难看，我看豆瓣评分都不低，反正就是有人愿意买账，还觉得很美味就是了。这样能赚钱还有好名声的事情，谁不做                                                                                                                                                                                       ,很差      ,看过  ,一只羊?          ,['10'],2019/4/25 23:16,"['183832284 ', ' 2018-08-29加入']"                      ,3
['北京']                                     ,所有场景都朝着“scene of the year”去 所有笑话都极其刻意 虽然以前也是这样但这次我G点全部失灵了（怪我 怪我） 三小时在毫无波澜的心境和偶尔的白眼中度过                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,义人青立          ,['20'],2019/4/27 0:32 ,"['AnastasiaM ', ' 2013-10-07加入']"                     ,2
['四川成都']                                   ,什么时候普通的机械战甲手套也可以承受六颗无限宝石的力量了？黑寡妇鹰眼相互至爱？黑寡妇不是和浩克组cp吗，而且鹰眼有老婆孩子。拍的还可以，不过玩梗和致敬早就不新鲜了，牺牲一两个存在感很强的英雄，就能让漫威粉集体高潮飙泪，这就是电影宇宙的好处，DC你学会了吗                                                                                                                                                                                                                                       ,较差      ,看过  ,Monster       ,['20'],2019/4/25 13:58,"['63798465 ', ' 2012-08-11加入']"                       ,4
['上海']                                     ,很烦美国队长的道貌岸然 没啥用最后还享受了人生？ 黑寡妇倒霉 死了 但是人家鹰眼有老婆孩子 毫无损失 钢铁侠有老婆孩子 但还是死了 神烦感情戏 惊奇队长明明可以锤爆灭霸 但被恶意削弱 而且总是到的太晚又走得太早 只能酱油  雷神和美队毫无作用 但戏份很多 烦躁 其他人基本酱油 没用 看完觉得bug很多 不是合格的爆米花电影                                                                                                                                                                                                    ,较差      ,看过  ,思无邪           ,['20'],2019/4/28 9:36 ,"['14157576 ', ' 2009-09-30加入']"                       ,3
['安徽合肥']                                   ,感觉没有达到预期，对这终局失望                                                                                                                                                                                                                                                                                                                                                       ,较差      ,看过  ,这个人不呼吸了       ,['20'],2019/4/24 11:00,"['65156420 ', ' 2012-10-05加入']"                       ,10
['上海']                                     ,挺无聊的                                                                                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,Eustacia      ,['20'],2019/4/28 1:07 ,"['ingrida ', ' 2005-08-01加入']"                        ,2
['Island of Niue']                         ,这剧情有点糟啊。这些人沉浸在过去这么折腾明明也挺自私自利的，拿自己和别人的命去赌。所以说这群人到底比灭霸强在哪呢？灭霸真是养的都是坑爹女儿，还多了一个有bug的惊奇队长，真可怜233。（没情怀，凑个热闹）                                                                                                                                                                                                                                                                ,较差      ,看过  ,Ying_0111     ,['20'],2019/4/29 15:05,"['53021898 ', ' 2011-07-13加入']"                       ,1
['四川成都']                                   ,也就打打怀旧牌靠谱，剧情和战斗场面都算全系列最差。时空穿越？就是个笑话。花里胡哨地粘贴复制和仪式化道别，让人看不到一丝诚意。自我感动终究是有限的。其实剧情的主题，回到过去，与自己或亲人相遇，对于主角们来说，既是一个机遇，也是自我遗憾的再次补完，穿越可以无限回溯或分叉，因此产生多种可能。最后剩下的那个抉择，无论多么艰难，选择必要的和承担的，才有可能是真的。在这个基础上，进一步追问，什么是英雄，才有意义。                                                                                                                                                            ,较差      ,看过  ,永夏之人          ,['20'],2019/4/28 0:24 ,"['3680975 ', ' 2009-02-21加入']"                        ,1
['北京']                                     ,逻辑bug和行为心理学bug超多的复仇者联盟，撞上了bug最多的题材时空穿越，感觉就像看马戏表演。好，你说救不回来就救不回来吧，你说穿越回去不是同一个宇宙，回来就是同一个宇宙了？真是开心就好                                                                                                                                                                                                                                                                       ,较差      ,看过  ,雨夜飞行          ,['20'],2019/4/30 1:13 ,"['2005598 ', ' 2007-11-15加入']"                        ,1
[]                                         ,10年 我三个多小时都看了什么玩意儿                                                                                                                                                                                                                                                                                                                                                    ,很差      ,看过  ,Okami_Bear    ,['10'],2019/4/27 5:41 ,"['41604448 ', ' 2010-06-04加入']"                       ,2
['山东济南']                                   ,我，一个每一部妇联都去电影院看、并零散看了几部单人漫威电影的人，依然没有任何情怀orz所以一旦没有情怀就觉得整个过程真的巨无聊 看到中间某一段剧情就想走了…另外 惊奇队长在海报上画那么大 剧情加起来有十分钟吗？？这不是欺诈吗！气死我了 真为我坐疼的pg不值?为了惊寡打一星                                                                                                                                                                                                                              ,很差      ,看过  ,早季_wnovic     ,['10'],2019/4/30 23:39,"['wnovic ', ' 2011-02-05加入']"                         ,0
['北京']                                     ,9.0认真的吗大家？寡粉反正第一个不服?骗粉骗一流，寡姐圈粉进的影院让我哭情怀看强推惊奇女士？做梦吧。很多情节经不起推敲，跟看小视频合集一样一段一段的，人物情感薄如纸人物关系乱如麻。为了鹰寡粉鹰寡线倒是加上了可尴尬的一匹，寡姐打戏都没有（倒是和鹰眼打了让我去死的一架），女英雄集合不应该是寡姐为首吗？？隔壁锤粉你们不哭吗？合着一个神就这么被写烂了？雷神123白拍了？还拉洛基溜了一圈骗粉还不写锤基兄弟情？我以为，最后一部会好好拍的，至少让我们哭情怀的时候是踏实地feel something，应该是英雄们“复仇的意志”成就最后的结局，不是这样乱七八糟跟历史回顾片一样。漫威十年我骂一骂不亏，漫画电影神盾局我一样不落全看了，嗷嗷叫着泪目感恩十年的都不是真粉丝，老粉失望极了因为胜负已分。                ,较差      ,看过  ,SuMmEr        ,['20'],2019/4/25 10:45,"['143506789 ', ' 2016-03-20加入']"                      ,3
['北京']                                     ,烂片                                                                                                                                                                                                                                                                                                                                                                    ,较差      ,看过  ,FACT          ,['20'],2019/4/30 0:00 ,"['fact ', ' 2006-10-24加入']"                           ,2
['广西桂林']                                   ,哪里需要什么剧情逻辑和悬念设计，把前面的演员全部叫过来走一遍流水账过场，说一句十年青春永不完结，底下一群人毫不意外地刻奇跟风嗷嗷哭一波就完事儿了呗…                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,地平线的旧火车       ,['20'],2019/4/28 13:01,"['67880800 ', ' 2013-01-06加入']"                       ,2
['江苏南京']                                   ,作为一个总结，回顾式的片子，那就做个总结，回顾式的评分。漫威所塑造的这些英雄，大同小异，所呈现的故事，大同小异。什么力量原石，时间原石也很小儿科，什么一个响指减少一半人口，就是一个敢编一个敢看，想起了小时候看的数码宝贝之类的动画片也有什么勇气徽章力量徽章之类的。这第四部里一直在回忆最后才打两下，沉闷无聊，有骗钱的嫌疑。此类片子全民狂欢，只能再次说明大部分人的审美就这水平，都特么一天天别装逼了，您配么？                                                                                                                                                            ,很差      ,看过  ,小王子啊          ,['10'],2019/4/28 23:56,"['dos501 ', ' 2009-10-09加入']"                         ,3
['广东湛江']                                   ,各种漏洞百出的儿戏穿越，无谓的煽情和低级笑料，难看到让我想爆粗！                                                                                                                                                                                                                                                                                                                                      ,较差      ,看过  ,赵雅君           ,['20'],2019/4/24 8:14 ,"['139632243 ', ' 2015-12-28加入']"                      ,10
[]                                         ,片子很长，3个小时那么长。我一度认为有些部分完全可以省略不拍，这样不但能让故事节奏更好，还能节省观众时间。但是最终导演还是呈现出一个大容量的胖子，只是为了塞进更多复联角色之间的调侃，结果成品看起来正是像片中肥宅化的锤哥一样。所幸电影很长，所以故事本身是完整的。故事的穿越部分，说服力并不是很强。漏洞不说，节奏也比较赶。角色耍宝嘴贫的功夫真的占时间也占了故事本身的资源。人物的变化也显突兀，不说锤哥一个雄心铁汉镜头一切就变身落魄肥宅，就连上一部中堆积起来的灭霸人设也毁于一旦，沦为庸俗的坏蛋集团头目。这些都是实在的问题。总的来说这是一部非常粉丝向的电影。各种CP乱炖和玩梗，粉丝一本满足。大战场面也还算得上壮阔。但是对于路人而言，则是一个比较漫长的体验了。                               ,较差      ,看过  ,茧中            ,['20'],2019/4/24 21:25,"['132707391 ', ' 2015-08-09加入']"                      ,4
['广东广州']                                   ,時間線悖論？總覺得美隊的結局邏輯不是自洽的，盾牌的來源，容顏變老？反而想重溫一下〈降臨〉。前面鋪墊太長，最後大戰調度又一團亂                                                                                                                                                                                                                                                                                                        ,较差      ,看过  ,阿树            ,['20'],2019/5/4 19:59 ,"['braxin2007 ', ' 2009-04-18加入']"                     ,0
['广西南宁']                                   ,大乱炖……怎么感觉一部比一部难看，是我审美疲劳了，还是漫威新瓶装旧酒？                                                                                                                                                                                                                                                                                                                                   ,较差      ,看过  ,哦捏哪个酱紫        ,['20'],2019/4/24 4:09 ,"['kuku171 ', ' 2012-05-27加入']"                        ,9
[]                                         ,不好看，漫威英雄电影后劲不足啊……                                                                                                                                                                                                                                                                                                                                                     ,很差      ,看过  ,炎灵            ,['10'],2019/4/24 9:34 ,"['173940606 ', ' 2018-02-13加入']"                      ,8
['上海']                                     ,政治正确大片，令人作呕。                                                                                                                                                                                                                                                                                                                                                          ,较差      ,看过  ,普鲁士蓝          ,['20'],2019/4/28 13:01,"['169889319 ', ' 2017-11-19加入']"                      ,2
['广东广州']                                   ,浪费时间                                                                                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,浪桃            ,['20'],2019/5/8 1:18  ,"['Onedayw ', ' 2007-12-07加入']"                        ,2
"['Kābol, Afghanistan']"                   ,比复联3更让人生气的只有复联4了，雷神ooc成那样你还不如直接让他第三部末尾化成灰呢，罗素兄弟两个垃圾玩意儿别祸害漫威系列了求求了                                                                                                                                                                                                                                                                                                     ,很差      ,看过  ,Snail·Z       ,['10'],2019/4/27 15:45,"['102883589 ', ' 2014-10-06加入']"                      ,1
[]                                         ,"从美国队长开始看漫威片看了这么多年一部没落下。可头两个小时仍然险些没把我无聊死……
扯量子。扯量子。没辙了就扯量子w
可能也是年纪大了对这些东西没感觉了吧。"                                                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,nineya        ,['20'],2019/5/7 12:28 ,"['43628653 ', ' 2010-07-19加入']"                       ,2
['四川雅安']                                   ,对比来看，还是Infinity War更加精彩，作为时空旅行和各位人物的分支，不可避免的要有重复性的“复仇”和面面俱到，以及剧终式的牺牲；作为英雄漫长的告别，期待未来或许会有更多英雄和反英雄的出现 ：）                                                                                                                                                                                                                                                                 ,较差      ,看过  ,寂寞星球的玫瑰       ,['20'],2019/5/8 5:25  ,"['roseinthedark ', ' 2012-02-28加入']"                  ,2
